,Unnamed: 0.1,Unnamed: 0,DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
128,128,29012,2021-07-21 04:00:00,4.6,5319.0,164,20.6,96,927,2.4,-160.0,-225.0
129,129,29013,2021-07-21 04:15:00,4.5,5053.0,162,20.5,96,927,3.6,-90.0,-225.0
130,130,29014,2021-07-21 04:30:00,4.3,4952.5061185736,162,20.5,97,927,4.2,1118.0,765.0
131,131,29015,2021-07-21 04:45:00,4.1,4948.2197391555,162,20.4,97,927,4.4,1522.0,1260.0
132,132,29016,2021-07-21 05:00:00,3.9,4946.6592995236,162,20.4,98,927,5.6,3739.0,3060.0
133,133,29017,2021-07-21 05:15:00,3.7,4941.8170172725,160,20.5,98,927,5.7,5286.0,4455.0
134,134,29018,2021-07-21 05:30:00,3.5,4949.7395395608,155,20.7,97,927,4.4,1769.0,1665.0
135,135,29019,2021-07-21 05:45:00,3.4,4953.8973664565,148,21.0,97,927,3.0,60.0,-180.0
136,136,29020,2021-07-21 06:00:00,3.3,4954.6950530988,142,21.2,96,927,4.4,2737.0,2205.0
137,137,29021,2021-07-21 06:15:00,3.3,4935.4841082311,135,21.4,95,927,2.9,-178.0,-315.0
138,138,29022,2021-07-21 06:30:00,3.3,4937.3033495553,129,21.6,94,927,2.4,-180.0,-315.0
139,139,29023,2021-07-21 06:45:00,3.4,4940.093823272,122,21.7,93,927,2.9,36.0,-315.0
140,140,29024,2021-07-21 07:00:00,3.6,4940.5379263991,117,21.9,92,927,1.8,-154.0,-315.0
141,141,29025,2021-07-21 07:15:00,3.8,4948.9000250818,112,22.1,90,927,2.6,-127.0,-315.0
142,142,29026,2021-07-21 07:30:00,3.8,4937.9205640309,108,22.2,89,927,2.2,-128.0,-315.0
143,143,29027,2021-07-21 07:45:00,3.9,4943.6397026317,107,22.4,88,927,3.2,444.0,180.0
144,144,29028,2021-07-21 08:00:00,3.9,4942.2406410638,103,22.5,87,927,2.5,-157.0,-180.0
145,145,29029,2021-07-21 08:15:00,3.8,4949.4005533557,105,22.8,85,927,5.2,5081.0,4455.0
146,146,29030,2021-07-21 08:30:00,3.8,4938.5382111413,110,23.3,82,927,4.4,2092.0,2295.0
147,147,29031,2021-07-21 08:45:00,3.8,4947.5931033232,115,23.8,80,927,2.0,-184.0,-225.0
148,148,29032,2021-07-21 09:00:00,3.9,4936.9826462471,119,24.3,77,927,1.9,-170.0,-225.0
149,149,29033,2021-07-21 09:15:00,4.0,5046.0,124,24.6,76,927,3.0,70.0,-225.0
150,150,29034,2021-07-21 09:30:00,4.1,5812.0,128,24.9,75,927,3.4,178.0,135.0
151,151,29035,2021-07-21 09:45:00,4.2,6577.0,130,25.2,74,927,4.0,1007.0,810.0
152,152,29036,2021-07-21 10:00:00,4.3,7343.0,134,25.5,73,927,5.4,4241.0,3735.0
153,153,29037,2021-07-21 10:15:00,4.5,8177.0,136,25.8,72,927,4.9,3087.0,3510.0
154,154,29038,2021-07-21 10:30:00,4.6,9078.0,136,26.1,71,927,3.1,-70.0,-135.0
155,155,29039,2021-07-21 10:45:00,4.7,9979.0,136,26.4,70,927,4.1,1425.0,945.0
156,156,29040,2021-07-21 11:00:00,4.9,10880.0,136,26.7,69,927,4.4,1889.0,1485.0
157,157,29041,2021-07-21 11:15:00,5.0,11611.0,137,27.0,67,927,4.6,2220.0,2250.0
158,158,29042,2021-07-21 11:30:00,5.2,12172.0,140,27.3,66,927,5.1,4135.0,4230.0
159,159,29043,2021-07-21 11:45:00,5.4,12734.0,141,27.6,64,926,5.3,4984.0,4950.0
160,160,29044,2021-07-21 12:00:00,5.6,13295.0,143,27.9,63,926,5.9,6599.0,6075.0
161,161,29045,2021-07-21 12:15:00,5.8,13796.0,144,28.2,62,926,6.1,8449.0,8370.0
162,162,29046,2021-07-21 12:30:00,5.9,14235.0,146,28.3,61,926,6.7,10800.0,9315.0
163,163,29047,2021-07-21 12:45:00,6.0,14675.0,148,28.4,60,926,7.2,12852.0,13095.0
164,164,29048,2021-07-21 13:00:00,6.1,15114.0,150,28.5,59,926,6.7,11379.0,10980.0
165,165,29049,2021-07-21 13:15:00,6.3,15524.0,151,28.6,59,926,7.0,13906.0,11250.0
166,166,29050,2021-07-21 13:30:00,6.4,15903.0,151,28.7,59,926,7.9,20942.0,19755.0
167,167,29051,2021-07-21 13:45:00,6.5,16282.0,151,28.8,58,925,7.7,19042.0,19665.0
168,168,29052,2021-07-21 14:00:00,6.6,16661.0,152,28.9,58,925,8.2,21927.0,20565.0
169,169,29053,2021-07-21 14:15:00,6.7,16962.0,152,29.1,58,925,8.2,22161.0,21915.0
170,170,29054,2021-07-21 14:30:00,6.6,17185.0,153,29.2,58,925,8.3,23230.0,23445.0
171,171,29055,2021-07-21 14:45:00,6.6,17408.0,153,29.3,57,925,8.8,26662.0,26865.0
172,172,29056,2021-07-21 15:00:00,6.6,17631.0,154,29.4,57,925,9.0,28310.0,27990.0
173,173,29057,2021-07-21 15:15:00,6.6,17896.0,154,29.4,57,925,8.7,26291.0,24255.0
174,174,29058,2021-07-21 15:30:00,6.6,18204.0,154,29.5,57,925,9.3,31123.0,30645.0
175,175,29059,2021-07-21 15:45:00,6.6,18513.0,155,29.6,56,924,9.4,31671.0,31230.0
176,176,29060,2021-07-21 16:00:00,6.6,18821.0,155,29.7,56,924,9.3,31462.0,31680.0
177,177,29061,2021-07-21 16:15:00,6.6,19020.0,155,29.7,56,924,9.1,29582.0,30150.0
178,178,29062,2021-07-21 16:30:00,6.5,19110.0,155,29.7,56,924,9.2,30903.0,31050.0
179,179,29063,2021-07-21 16:45:00,6.5,19200.0,155,29.7,57,924,9.4,33637.0,33300.0
180,180,29064,2021-07-21 17:00:00,6.4,19290.0,154,29.7,57,924,9.9,33931.0,34335.0
181,181,29065,2021-07-21 17:15:00,6.4,19374.0,154,29.6,58,924,10.4,37869.0,37845.0
182,182,29066,2021-07-21 17:30:00,6.2,19451.0,152,29.4,60,924,9.5,34418.0,34875.0
183,183,29067,2021-07-21 17:45:00,6.2,19528.0,151,29.3,61,924,9.8,35917.0,34830.0
184,184,29068,2021-07-21 18:00:00,6.1,19605.0,149,29.1,63,924,9.6,33553.0,32400.0
185,185,29069,2021-07-21 18:15:00,6.0,19902.0,148,28.8,65,924,9.6,32833.0,32805.0
186,186,29070,2021-07-21 18:30:00,6.2,20418.0,148,28.4,66,924,9.3,28928.0,28710.0
187,187,29071,2021-07-21 18:45:00,6.3,20933.0,147,28.1,68,924,9.7,30922.0,29790.0
188,188,29072,2021-07-21 19:00:00,6.4,21449.0,147,27.7,69,924,10.2,35734.0,34425.0
189,189,29073,2021-07-21 19:15:00,6.6,22005.0,147,27.3,71,924,10.7,40438.0,39285.0
190,190,29074,2021-07-21 19:30:00,6.7,22600.0,148,26.8,72,924,10.9,42487.0,41625.0
191,191,29075,2021-07-21 19:45:00,7.0,23195.0,148,26.4,73,924,10.0,35168.0,34650.0
192,192,29076,2021-07-21 20:00:00,7.2,23790.0,149,25.9,74,924,9.6,32750.0,32355.0
193,193,29077,2021-07-21 20:15:00,7.5,24255.0,150,25.6,75,924,9.3,29899.0,29295.0
194,194,29078,2021-07-21 20:30:00,7.7,24590.0,152,25.5,76,924,9.5,30279.0,29610.0
195,195,29079,2021-07-21 20:45:00,7.9,24924.0,154,25.4,76,924,9.2,30184.0,29610.0
196,196,29080,2021-07-21 21:00:00,8.1,25259.0,155,25.3,77,924,9.5,29998.0,30060.0
197,197,29081,2021-07-21 21:15:00,8.3,25463.0,156,25.2,77,924,8.9,26579.0,27135.0
198,198,29082,2021-07-21 21:30:00,8.5,25537.0,157,25.1,77,924,9.0,26026.0,25740.0
199,199,29083,2021-07-21 21:45:00,8.6,25611.0,158,25.1,77,924,9.6,31067.0,30555.0
200,200,29084,2021-07-21 22:00:00,8.8,25685.0,159,25.0,77,924,9.6,30734.0,30600.0
201,201,29085,2021-07-21 22:15:00,8.8,25752.0,160,25.0,77,924,8.7,26300.0,26010.0
202,202,29086,2021-07-21 22:30:00,8.8,25813.0,161,24.9,77,924,9.5,31592.0,31815.0
203,203,29087,2021-07-21 22:45:00,8.9,25873.0,161,24.8,78,924,9.3,31736.0,31365.0
204,204,29088,2021-07-21 23:00:00,8.9,25934.0,162,24.7,78,924,9.8,34191.0,33615.0
205,205,29089,2021-07-21 23:15:00,8.8,25939.0,163,24.5,78,924,10.1,36925.0,36855.0
206,206,29090,2021-07-21 23:30:00,8.8,25889.0,165,24.4,79,924,9.9,35483.0,35100.0
207,207,29091,2021-07-21 23:45:00,8.7,25840.0,168,24.3,79,924,10.2,35452.0,34650.0
208,208,29092,2021-07-22 00:00:00,8.8,30229.0,169,23.8,82,924,10.4,39234.0,38430.0
209,209,29093,2021-07-22 00:15:00,8.8,30820.0,170,23.7,83,924,10.4,39441.0,38610.0
210,210,29094,2021-07-22 00:30:00,8.9,31433.0,170,23.6,84,924,9.9,35479.0,35325.0
211,211,29095,2021-07-22 00:45:00,8.9,32046.0,171,23.5,85,924,9.7,36234.0,35235.0
212,212,29096,2021-07-22 01:00:00,9.0,32659.0,172,23.4,86,924,9.2,30094.0,30330.0
213,213,29097,2021-07-22 01:15:00,8.9,32911.0,172,23.2,87,924,8.7,24956.0,25020.0
214,214,29098,2021-07-22 01:30:00,8.8,32801.0,172,23.1,88,924,8.5,24541.0,24255.0
215,215,29099,2021-07-22 01:45:00,8.6,32691.0,172,23.0,89,923,9.2,31425.0,30690.0
216,216,29100,2021-07-22 02:00:00,8.5,32581.0,172,22.9,90,923,9.6,33449.0,32985.0
217,217,29101,2021-07-22 02:15:00,8.4,32314.0,171,22.8,90,923,9.9,34028.0,32985.0
218,218,29102,2021-07-22 02:30:00,8.3,31890.0,170,22.7,90,923,10.4,37133.0,36810.0
219,219,29103,2021-07-22 02:45:00,8.3,31466.0,168,22.6,91,923,10.7,36878.0,36720.0
220,220,29104,2021-07-22 03:00:00,8.2,31042.0,167,22.5,91,923,10.6,39140.0,38025.0
221,221,29105,2021-07-22 03:15:00,8.1,30498.0,165,22.3,91,923,10.9,40127.0,39240.0
222,222,29106,2021-07-22 03:30:00,8.0,29834.0,164,22.2,92,923,9.7,34179.0,33840.0
223,223,29107,2021-07-22 03:45:00,7.9,29169.0,163,22.0,92,923,9.4,32532.0,31860.0
224,224,29108,2021-07-22 04:00:00,7.9,28505.0,162,21.9,93,923,9.1,28986.0,28530.0
225,225,29109,2021-07-22 04:15:00,7.8,28039.0,162,21.8,93,923,8.9,27801.0,27540.0
226,226,29110,2021-07-22 04:30:00,7.7,27772.0,162,21.7,93,923,8.0,22585.0,22455.0
227,227,29111,2021-07-22 04:45:00,7.7,27505.0,161,21.7,93,923,7.3,16636.0,16380.0
228,228,29112,2021-07-22 05:00:00,7.6,27238.0,161,21.6,93,923,7.0,14068.0,13635.0
229,229,29113,2021-07-22 05:15:00,7.7,27153.0,160,21.7,93,923,7.7,19599.0,18765.0
230,230,29114,2021-07-22 05:30:00,7.7,27250.0,159,21.9,92,923,8.9,28997.0,28845.0
231,231,29115,2021-07-22 05:45:00,7.7,27348.0,159,22.1,92,922,8.6,27095.0,26460.0
232,232,29116,2021-07-22 06:00:00,7.8,27445.0,158,22.3,91,922,8.7,26626.0,25830.0
233,233,29117,2021-07-22 06:15:00,7.8,27529.0,158,22.5,90,922,8.7,25826.0,25290.0
234,234,29118,2021-07-22 06:30:00,7.7,27599.0,158,22.8,89,922,8.2,22663.0,22320.0
235,235,29119,2021-07-22 06:45:00,7.6,27668.0,157,23.1,87,922,8.1,20729.0,20970.0
236,236,29120,2021-07-22 07:00:00,7.5,27738.0,157,23.4,86,922,8.7,25821.0,26595.0
237,237,29121,2021-07-22 07:15:00,7.4,28150.0,156,23.6,85,922,8.6,25143.0,23400.0
238,238,29122,2021-07-22 07:30:00,7.4,28903.0,156,23.9,84,922,8.7,27793.0,27315.0
239,239,29123,2021-07-22 07:45:00,7.5,29656.0,157,24.1,83,922,8.9,28233.0,27450.0
240,240,29124,2021-07-22 08:00:00,7.5,30409.0,157,24.4,82,922,8.5,25038.0,24120.0
241,241,29125,2021-07-22 08:15:00,7.5,30690.0,157,24.6,81,922,8.0,21463.0,22500.0
242,242,29126,2021-07-22 08:30:00,7.4,30499.0,157,24.9,80,922,7.9,19794.0,19260.0
243,243,29127,2021-07-22 08:45:00,7.4,30308.0,156,25.1,79,922,8.4,23080.0,23220.0
244,244,29128,2021-07-22 09:00:00,7.3,30117.0,156,25.4,78,922,9.0,29542.0,29070.0
245,245,29129,2021-07-22 09:15:00,7.4,30073.0,155,25.6,76,922,8.8,28156.0,27585.0
246,246,29130,2021-07-22 09:30:00,7.4,30177.0,154,25.9,75,922,8.7,25886.0,26640.0
247,247,29131,2021-07-22 09:45:00,7.4,30282.0,153,26.2,74,922,8.3,22816.0,22365.0
248,248,29132,2021-07-22 10:00:00,7.4,30386.0,153,26.5,73,922,8.2,23308.0,22725.0
249,249,29133,2021-07-22 10:15:00,7.4,30573.0,153,26.8,71,922,8.2,22635.0,22410.0
250,250,29134,2021-07-22 10:30:00,7.5,30843.0,153,27.1,70,922,8.6,25989.0,25560.0
251,251,29135,2021-07-22 10:45:00,7.6,31113.0,152,27.4,69,921,9.3,29619.0,29385.0
252,252,29136,2021-07-22 11:00:00,7.6,31383.0,153,27.7,68,921,9.8,33834.0,33840.0
253,253,29137,2021-07-22 11:15:00,7.7,31583.0,153,27.9,66,921,10.1,34693.0,34155.0
254,254,29138,2021-07-22 11:30:00,7.8,31714.0,154,28.2,65,921,10.2,35510.0,35595.0
255,255,29139,2021-07-22 11:45:00,7.9,31844.0,155,28.5,64,921,10.2,36658.0,35550.0
